"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1801959804791144782","Sat Jun 15 12:47:50 +0000 2024","5","Said Didu Menilai IKN Hanya Pindahkan Tukang Bakso dari Jakarta ke Ibu Kota Baru Bukan Perpindahan Pusat Ekonomi https://t.co/g6DSs8txrT","1801959804791144782","","","in","","0","0","3","https://x.com/OposisiCerdas/status/1801959804791144782","887743587579944960","OposisiCerdas"
"1801438533024198681","Sat Jun 15 12:46:39 +0000 2024","0","@msaid_didu Coba bandarnya suruh bangun IKN pasti lolos...aman beroperasi","1801959506097963009","","msaid_didu","in","Jogjakarta","0","0","0","https://x.com/tokadhy/status/1801959506097963009","2441592662","tokadhy"
"1801959390083461612","Sat Jun 15 12:46:12 +0000 2024","0","apakah ada kata lain selain keren yang bisa mendeskripsikan PLN di pembangunan IKN? : ) https://t.co/SxdaB3120i","1801959390083461612","https://pbs.twimg.com/ext_tw_video_thumb/1801959227092799488/pu/img/Wz_1kd9Vd5UTwuos.jpg","","in","","0","0","0","https://x.com/acalaayu/status/1801959390083461612","1771188034542931968","acalaayu"
"1801921649635389745","Sat Jun 15 12:45:29 +0000 2024","0","@yusuf_dumdum Hidupkan lagi SDSB (Sumbangan Dana Sosial Berhadiah) untuk menyelesaikan IKN Dari pada uang rakyat Indonesia lari ke LN lewat JUDOL ","1801959210407833715","","yusuf_dumdum","in","","0","0","0","https://x.com/aselisnack/status/1801959210407833715","705196111137353728","aselisnack"
"1801513972631486949","Sat Jun 15 12:45:21 +0000 2024","1","@MarAthusholihah @gilang_ahm31272 @ridwankamil Gak salah nih data dari PPATK di kutip @kumparan duit segitu kalau gak embat cukup bangun IKN https://t.co/1xeqc3m2PV","1801959179936211269","https://pbs.twimg.com/media/GQHYUunaUAAu0Td.jpg","MarAthusholihah","in","indonesia","0","0","1","https://x.com/ballambinlove/status/1801959179936211269","114452217","ballambinlove"
"1801946668910498059","Sat Jun 15 12:44:46 +0000 2024","0","@mamihnyaupi @ArgentianaA Hahaha sekalian studi banding pyramid buat di ikn","1801959033060065319","","mamihnyaupi","in","","0","1","0","https://x.com/clovewithoutc/status/1801959033060065319","1755571449547628544","clovewithoutc"
"1801952752928702965","Sat Jun 15 12:43:02 +0000 2024","1","@arifin34533 @hansssolo Prof. Dr. H. M. Amien Rais M.A Ketua Majelis Syura Partai Umat Skandal Politik Fatamorgana yg bernama IKN IKN dipastikan Mangkrak....Krak Tidak ada imvestor luar yg tertarik. Investor dalam negeri Ecek..Ecek Kekuasaan Jokowi akn dicabut oleh UU Tidak ada lagi Raison Detre https://t.co/KxjngkQpAU","1801958596760256597","https://pbs.twimg.com/ext_tw_video_thumb/1801958446134374400/pu/img/iRCv-2WQkNK7doPL.jpg","arifin34533","in","","0","0","0","https://x.com/SuwandaBen/status/1801958596760256597","2718336037","SuwandaBen"
"1801958483463680007","Sat Jun 15 12:42:35 +0000 2024","0","Kata presiden Jokowi investor asing sdh antri akan masuk IKN.Dari Singapura 130 dari Jepang 30.Masak bohong? @bahlillahadalia","1801958483463680007","","","in","Bogor,Jabar","0","0","0","https://x.com/HendZiddane/status/1801958483463680007","1639157189792378882","HendZiddane"
"1801958427369091268","Sat Jun 15 12:42:22 +0000 2024","0","Siapa disini yang tertakjub - takjub dengan pembangunan IKN ? saya - saya https://t.co/t5jhy1jdey","1801958427369091268","https://pbs.twimg.com/media/GQHXhiyaYAAtGhM.jpg","","in","","0","0","0","https://x.com/acalaayu/status/1801958427369091268","1771188034542931968","acalaayu"
"1801811761185833355","Sat Jun 15 12:40:52 +0000 2024","0","@5teV3n_Pe9eL Nanti juga isi IKN spt apa yg disebut si bule.Mrk akan kumpul disana.Mrk mrk saja.Pejabat eksekutif legislatif yudikatif para pejabat tinggi sampai rendah yang jejak rekamnya diseputar itu itu saja (spt kata si bule.Masih ada yang menyangkal ? Pasti yang 58% pendukung wowo wiwi","1801958050909265971","","5teV3n_Pe9eL","in","","0","0","0","https://x.com/Tukanglas_plg/status/1801958050909265971","2855803759","Tukanglas_plg"
"1801943629772316960","Sat Jun 15 12:40:30 +0000 2024","1","@msaid_didu Prof. Dr. H. M. Amien Rais M.A Ketua Majelis Syura Partai Umat Skandal Politik Fatamorgana yg bernama IKN IKN dipastikan Mangkrak....Krak Tidak ada imvestor luar yg tertarik. Investor dalam negeri Ecek..Ecek Kekuasaan Jokowi akn dicabut oleh UU Tidak ada lagi Raison Detre https://t.co/4dRmjPgWSw","1801957959460950177","https://pbs.twimg.com/ext_tw_video_thumb/1801957632603004928/pu/img/0IQ115hNgU9R6n4G.jpg","msaid_didu","in","","0","0","1","https://x.com/SuwandaBen/status/1801957959460950177","2718336037","SuwandaBen"
"1801957817957613968","Sat Jun 15 12:39:57 +0000 2024","0","[HOAKS] KPK Bongkar Dana Tapera Digelapkan Untuk IKN https://t.co/TKJmHMDfK2","1801957817957613968","","","in","Sukoharjo, Indonesia","0","0","0","https://x.com/Sukoharjo_News/status/1801957817957613968","933979856898965505","Sukoharjo_News"
"1801954997808324732","Sat Jun 15 12:39:39 +0000 2024","0","@skuychaaa Kalo ke IKN jauh bgt cepatan aku sampai ke Jkt dari pada ke sana yaudah kita hiking ke hallasan aja sambil ikutin orang honeymoon ","1801957743521333439","","skuychaaa","in","","0","1","0","https://x.com/hyunsoohyunji/status/1801957743521333439","1559077238221393921","hyunsoohyunji"
"1801938371234984433","Sat Jun 15 12:36:11 +0000 2024","0","@Shinji__11 Padahal IKN lebih vulnerable","1801956871055822973","","Shinji__11","in","Sant'Agata Bolognese, Emilia R","0","1","0","https://x.com/W0nder0fU_/status/1801956871055822973","367703334","W0nder0fU_"
"1801573419437453555","Sat Jun 15 12:35:13 +0000 2024","0","@ekokuntadhi1 Prof. Dr. H. M. Amien Rais M.A Ketua Majelis Syura Partai Umat Skandal Politik Fatamorgana yg bernama IKN IKN dipastikan Mangkrak....Krak Tidak ada imvestor luar yg tertarik. Investor dalam negeri Ecek..Ecek Kekuasaan Jokowi akn dicabut oleh UU Tidak ada lagi Raison Detre https://t.co/jwpxyq5i54","1801956629489095038","https://pbs.twimg.com/ext_tw_video_thumb/1801956440615374848/pu/img/ZP0YSWzIZPATKrp1.jpg","ekokuntadhi1","in","","0","0","0","https://x.com/SuwandaBen/status/1801956629489095038","2718336037","SuwandaBen"
"1801956516834291805","Sat Jun 15 12:34:47 +0000 2024","0","Perancang Konsep IKN Kritik Pedas Realisasi Kebijakan Jokowi yang Makin Melenceng: Enggak Logis.. #ikn #jokowi #investor https://t.co/4ZwvJqS7kd","1801956516834291805","","","in","banyuwangi","0","0","0","https://x.com/Jurnaltinta_/status/1801956516834291805","1776837330038587394","Jurnaltinta_"
"1801934704884818348","Sat Jun 15 12:34:25 +0000 2024","1","@Jelli_cent @erickthohir Indonesia emas omon- omon. Beras &amp; Tenaga listrik masih impor bgmn memenuhi kebutuhan kalau IKN jadi. Orde lama bikin PLTA Karangkates &amp; Jatiluhur yg diresmikan saat Orba. Dan orba msh menambah Saguling Ten Panas Bumi Kamojang dll. PLTA Jokowi ?","1801956424731566544","","Jelli_cent","in","","0","0","1","https://x.com/Rfadlis1/status/1801956424731566544","948751735392120832","Rfadlis1"
"1801952797505556978","Sat Jun 15 12:20:00 +0000 2024","1","Permasalahan yang terjadi di IKN ialah sulitnya menarik investor di IKN karena dasar kebijakan yang sudah keliru sejak awal. https://t.co/gS5DfGR1rt","1801952797505556978","","","in","Jakarta - Indonesia","0","1","1","https://x.com/mediaindonesia/status/1801952797505556978","68930552","mediaindonesia"
"1801677202268033463","Sat Jun 15 12:18:35 +0000 2024","0","@ouawan kerja ap gmn di ikn","1801952440415306018","","ouawan","in","","0","0","0","https://x.com/lefleeurr/status/1801952440415306018","1742803257557438464","lefleeurr"
"1801952424598667605","Sat Jun 15 12:18:31 +0000 2024","0","Dipastikan Prabowo akan kalang kabut bayar utang dan segala kerusakan yang sengaja ditinggalkan Jokowi ! GARA-GARA JKW MAKAN SIANG GRATIS HINGGA IKN TERANCAM! NASIB PEMERINTAHAN PRABOWO DI UJUNG TANDUK?! https://t.co/hYcXtpyZeN","1801952424598667605","","","in","Jakarta Timur, DKI Jakarta","0","0","0","https://x.com/SsPasadena/status/1801952424598667605","1616209097254375425","SsPasadena"
"1801930205260558546","Sat Jun 15 12:18:24 +0000 2024","0","@evkn ke ikn yuu mas","1801952396404576353","","evkn","in","dnfwoc sayang","0","0","0","https://x.com/tobweliz/status/1801952396404576353","1536264549417906176","tobweliz"
"1801891405612122438","Sat Jun 15 12:17:43 +0000 2024","0","@Dennysiregar7 Prof. Dr. H. M. Amien Rais M.A Ketua Majelis Syura Partai Umat Skandal Politik Fatamorgana yg bernama IKN IKN dipastikan Mangkrak....Krak Tidak ada imvestor luar yg tertarik. Investor dalam negeri Ecek..Ecek Kekuasaan Jokowi akn dicabut oleh UU Tidak ada lagi Raison Detre https://t.co/DOpS1ZU114","1801952224979153105","https://pbs.twimg.com/ext_tw_video_thumb/1801952089264001024/pu/img/EyuOg41lEiAjLAPx.jpg","Dennysiregar7","in","","0","0","0","https://x.com/SuwandaBen/status/1801952224979153105","2718336037","SuwandaBen"
"1801152524126162990","Sat Jun 15 12:17:31 +0000 2024","0","@democrazymedia Semoga ikn jadi spt hambalang","1801952174512943368","","democrazymedia","in","","0","0","0","https://x.com/RayendraRay63/status/1801952174512943368","1521812865795375104","RayendraRay63"
"1801952108318756912","Sat Jun 15 12:17:15 +0000 2024","0","KURBAN JOKOWI MANA ? Biasanya Setiap Jelang Idul Adha Jokowi Umbar Berita kurban Sapi dari Daerah Tertentu dengan Berat 20 Ton Tapi Tahun Ini Ga dengar Berita itu.( Mungkin saya TDK tau) . Kehabisan Dana buat IKN dan Bansos Pemilu Kali aje ?. https://t.co/qdamEJFcol","1801952108318756912","https://pbs.twimg.com/media/GQHRoOWbAAAz8CV.jpg","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/chiptdoank/status/1801952108318756912","1426898415313514497","chiptdoank"
"1801951951393034574","Sat Jun 15 12:16:38 +0000 2024","0","PUPR Klaim Sarana Prasarana di IKN Siap untuk HUT Kemerdekaan Presiden Bisa Tempati Istana? https://t.co/3Pu6iJYbAA #TempoBisnis","1801951951393034574","","","in","Indonesia","0","1","0","https://x.com/tempodotco/status/1801951951393034574","18129942","tempodotco"
"1801932564653125889","Sat Jun 15 12:15:59 +0000 2024","0","@arybaihaqi10 Emang Starlink gak jadi masuk IKN kah","1801951786091397195","","arybaihaqi10","in","Tangerang, Indonesia","0","0","0","https://x.com/hanatasha_k/status/1801951786091397195","375186138","hanatasha_k"
"1801951747923145093","Sat Jun 15 12:15:50 +0000 2024","0","NGAKAK! PENGUASA BERUSAHA TUTUP-TUTUPI ALASAN IKN BELUM SIAP UNTUK 17AN! SEMUA ORANG UDAH TAU BRO! https://t.co/dPrOI1l3hD","1801951747923145093","","","in","Jakarta Timur, DKI Jakarta","0","0","0","https://x.com/SsPasadena/status/1801951747923145093","1616209097254375425","SsPasadena"
"1801951604729614628","Sat Jun 15 12:15:15 +0000 2024","10","Dua bulan menjelang 17 Agustus 2024 IKN masih centang perenang. Semula Jokowi menargetkan upacara kemerdekaan pada tahun ini dilaksanakan di ibu kota negara yang baru... https://t.co/dM23BoHKIr","1801951604729614628","https://pbs.twimg.com/ext_tw_video_thumb/1801951541781561344/pu/img/9k4FMhZClmDZUpMJ.jpg","","in","","0","3","2","https://x.com/MarahIchsan/status/1801951604729614628","797761417894051840","MarahIchsan"
"1801840413940322336","Sat Jun 15 12:14:18 +0000 2024","0","@Dandhy_Laksono Kita bisa tuntut pelaku IKN ttg manfaat penggunaan uangnya bagi rakyat gak yah?","1801951363074805935","","Dandhy_Laksono","in","jakarta","0","0","0","https://x.com/ebbe1802/status/1801951363074805935","1538660022","ebbe1802"
"1801951330895888747","Sat Jun 15 12:14:10 +0000 2024","0","Jokowi-Prabowo Upacara 17 Agustus di IKN Ma ruf Amin-Gibran Upacara dari Jakarta https://t.co/GlP4OwlInH","1801951330895888747","","","in","Jakarta","0","0","0","https://x.com/Sakawarta/status/1801951330895888747","1699723439509278720","Sakawarta"
"1801889456041116105","Sat Jun 15 12:12:30 +0000 2024","0","@_NeverAlonely Yg sprti ini makanya lbh penting ketimbang IKN.","1801950911553740890","","_NeverAlonely","in","Tangerang,jakarta,Indonesia","0","0","0","https://x.com/andiampa318/status/1801950911553740890","1017484473024147456","andiampa318"
"1801950883149939049","Sat Jun 15 12:12:23 +0000 2024","0","Terus kenapa ya masih maksa bangun ikn??? ","1801950883149939049","","","in","","0","0","0","https://x.com/iambaess/status/1801950883149939049","1642070964086390785","iambaess"
"1801914225495044161","Sat Jun 15 12:12:22 +0000 2024","0","@Randomsapiens27 @inkonsistency @shiroishi__ Lebih mungkin IKN ga mangkrak","1801950876917285084","","Randomsapiens27","in","160 Alumunium","0","0","0","https://x.com/eilectrofy/status/1801950876917285084","1559802995671326721","eilectrofy"
"1801809257358364701","Sat Jun 15 12:11:23 +0000 2024","0","@mas_veel Mas Yg Ngomong Bahlil..Dr Awal Ngak ada Selanjutnya Ngak ada sampe Pak Lurah Turun..Yg Niat Terusin IKN Cm Pak Lurah..Pak Wowo Ngak Mau Tuch ","1801950632049549348","","mas_veel","in","","0","0","0","https://x.com/FebyM80162/status/1801950632049549348","1706440458795380736","FebyM80162"
"1801950339819810900","Sat Jun 15 12:10:14 +0000 2024","0","Fokus saja pada menjalarnya politik dinasti konsesi tambang untuk ormas kasus Firli Bahuri judol IKN yang amburadul rupiah yang terjun bebas bagi-bagi jabatan dll.","1801950339819810900","","","in","","0","0","0","https://x.com/JanuarIwan2023/status/1801950339819810900","1637658497394565122","JanuarIwan2023"
"1801913516166627512","Sat Jun 15 11:59:29 +0000 2024","0","@erlanishere @kemkominfo Ini sih modus saja..... aslinya netizen oposisi terlalu keren. Rezim ga kuat menghadangnya.","1801947636288958780","","erlanishere","in","Jakarta Utara, DKI Jakarta","0","0","0","https://x.com/KangTebe3/status/1801947636288958780","1404395904933580814","KangTebe3"
"1801802183345848322","Sat Jun 15 11:59:09 +0000 2024","0","@okkymadasari Negara Keluarga Rezim Jokowisme/Jokonesia (NKRJ). Ibukotanya IKN (Ibukota Koruptor &amp; Nepotisme).","1801947550842536078","","okkymadasari","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/TwoKidsNoJob40/status/1801947550842536078","1409393623","TwoKidsNoJob40"
"1801879742532227464","Sat Jun 15 11:58:48 +0000 2024","0","@alisyarief SBY punya hambalang. Jokowi IKN?","1801947465043816670","","alisyarief","in","Solo","0","0","0","https://x.com/Surajah/status/1801947465043816670","129878205","Surajah"
"1801947269941645477","Sat Jun 15 11:58:02 +0000 2024","34","Proyek IKN Terancam Mangkrak: APBN Tersisa Rp17 Triliun Investor Asing Belum Tertarik https://t.co/iTfsXm0XmJ","1801947269941645477","","","in","-6.252543,106.806343","3","18","16","https://x.com/alisyarief/status/1801947269941645477","30201110","alisyarief"
"1801270458236707105","Sat Jun 15 11:56:58 +0000 2024","0","@Bams_4GP IKN =the second Hambalang nasiib nasib ","1801947003041231151","","Bams_4GP","in","Kuta, Indonesia","0","0","0","https://x.com/MadeS16715665/status/1801947003041231151","1367084811588759552","MadeS16715665"
"1801906698484941109","Sat Jun 15 11:56:25 +0000 2024","1","@AraituLaki Otorita ikn bilang sudah 80% ... ridwan kamil bilang 2 bulan lagi sudah kaya jakarta ... Maklum banyak pejabat yg merangkap jadi tukang sulap ...","1801946864234947024","","AraituLaki","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Lanun_1017/status/1801946864234947024","1668332995877675010","Lanun_1017"
"1801946858555638215","Sat Jun 15 11:56:24 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. https://t.co/deGA0J8Gl8","1801946858555638215","https://pbs.twimg.com/media/GQHNHc5XkAA4lSM.jpg","","in","","0","0","0","https://x.com/purnawati_vanya/status/1801946858555638215","1317693350384865281","purnawati_vanya"
"1801946828633411680","Sat Jun 15 11:56:17 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. https://t.co/2WSExgjRIQ","1801946828633411680","https://pbs.twimg.com/media/GQHNFriWsAAeWMO.jpg","","in","","0","0","0","https://x.com/purnawati_vanya/status/1801946828633411680","1317693350384865281","purnawati_vanya"
"1801946827102605697","Sat Jun 15 11:56:16 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. https://t.co/8C1RiVdGq0","1801946827102605697","https://pbs.twimg.com/media/GQHNFqmXwAEJPbo.jpg","","in","","0","0","0","https://x.com/purnawati_vanya/status/1801946827102605697","1317693350384865281","purnawati_vanya"
"1801946268417102166","Sat Jun 15 11:54:03 +0000 2024","0","Joko Widodo melakukan peletakan batu pertama pembangunan pusat ekosistem transisi energi dan layanan digital yang pertama dan terbesar di Tanah Air atau PLN Hub di jantung IKN Nusantara pada Rabu (5/6). #PLNHUBIKN #PLNSukseskanIKN #PLNHubIKNNusantara https://t.co/ssrjQL4O7G","1801946268417102166","https://pbs.twimg.com/media/GQHMkXXbcAAmRcS.jpg","","in","Indonesia","0","0","0","https://x.com/elctrzn_blngn/status/1801946268417102166","1596098996959072256","elctrzn_blngn"
"1801546403774349494","Sat Jun 15 11:52:56 +0000 2024","0","@samurai_tenro @bukan4non @cnbcindonesia liat saja nanti IKN jadi apa kagak .gak usah pesimis!","1801945985276583977","","samurai_tenro","in","Indonesia","0","2","0","https://x.com/Ubiitem/status/1801945985276583977","1348953313388105729","Ubiitem"
"1801910783376511464","Sat Jun 15 11:52:48 +0000 2024","0","@thejurgenholic @bliblidotcom Ini bule IKN bukan???","1801945952103907551","","thejurgenholic","in","Indonesia","0","0","0","https://x.com/5lamate/status/1801945952103907551","1650029823824400384","5lamate"
"1801628817435349344","Sat Jun 15 11:51:00 +0000 2024","0","@blackshark7890 Akankah IKN menjadi Hambalang kedua ???","1801945500767461879","","blackshark7890","in","","0","0","0","https://x.com/ageng_jhon/status/1801945500767461879","1751265907056521216","ageng_jhon"
"1801866460584939822","Sat Jun 15 11:50:47 +0000 2024","0","@DambaanA Hutan Kalimantan dibabat buat ikn","1801945444182073445","","DambaanA","in","","0","0","0","https://x.com/CieeJomblo_wkwk/status/1801945444182073445","1522085585698967552","CieeJomblo_wkwk"
"1801945385730183628","Sat Jun 15 11:50:33 +0000 2024","0","Bukan ke China Erick Thohir Timba Ilmu untuk Bangun Pusat Keuangan IKN dari UEA https://t.co/wUvQ7048NJ","1801945385730183628","","","in","Jakarta","0","0","0","https://x.com/Sakawarta/status/1801945385730183628","1699723439509278720","Sakawarta"
"1801918148461121616","Sat Jun 15 11:46:49 +0000 2024","9","@CNNIndonesia Ingat dan jgn lupakan dolar udah diatas 16 rb syarat batas umur jadi wakil gubernur dirubah IKN ternyata belum ada investor.... dll . Maaf berita teroris udah gak percaya lagi !","1801944448626299052","","CNNIndonesia","in","","0","0","1","https://x.com/musafir_papa/status/1801944448626299052","2931103782","musafir_papa"
"1801921650847604946","Sat Jun 15 11:45:42 +0000 2024","0","@tempodotco Selamat datang kepala mu itu tolol pidato jkw depan sidang mpr itu harus dilakukan di ibukota negara ... upaca 17an di ikn itu simbol ketolan pemerintah buktinya jkw tak berani tanda tangan kepres pemindahan ibukota ... https://t.co/zzkeTjufMt","1801944167746285988","","tempodotco","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Lanun_1017/status/1801944167746285988","1668332995877675010","Lanun_1017"
"1801943930659045391","Sat Jun 15 11:44:46 +0000 2024","1","IKN untuk siapa?","1801943930659045391","","","in","Indonesia","0","0","0","https://x.com/heykucingoren/status/1801943930659045391","16529960","heykucingoren"
"1801943639121350931","Sat Jun 15 11:43:36 +0000 2024","1","Apa yg dikatakan om bule itu fakta bukan ilusi. Yg masih tidak percaya ya datang saja ke IKN","1801943639121350931","","","in","Jakarta","0","0","1","https://x.com/Darmaningtyas/status/1801943639121350931","368674205","Darmaningtyas"
"1801927165942104568","Sat Jun 15 11:43:25 +0000 2024","0","@tanyarlfes Investasi kang melon di ikn dicabut. Heboh coba.","1801943592732115175","","tanyarlfes","in","IMAH SORANGAN","0","0","0","https://x.com/kuekeeeju/status/1801943592732115175","1083445373174083584","kuekeeeju"
"1801175714894664126","Sat Jun 15 11:42:55 +0000 2024","1","@sociotalker Masa IKN jadi gak guna Bahlil (mahaguru preman). Akhirnya Presiden sendiri menyambi jadi sales.","1801943464885551240","","sociotalker","in","","0","0","1","https://x.com/Redgerbil5/status/1801943464885551240","563495387","Redgerbil5"
"1801628817435349344","Sat Jun 15 11:41:13 +0000 2024","0","@WotaSepuh48 @Danu_d4nu @blackshark7890 edukasi sih edukasitapi yakali gabisa bedain bogor sama ikn wowkwkwkw lucu dong bacotannya masalah ikn tapi yang ditunjukin malah proyek perumahan bogor","1801943039604326874","","WotaSepuh48","in","Internet","0","0","0","https://x.com/byonexnomercy/status/1801943039604326874","1551941537977667584","byonexnomercy"
"1801489000806723825","Sat Jun 15 11:40:59 +0000 2024","0","@PngAdilnR4kyt Klo jadi prioritas korbannya pasti rakyat tambah melarat krn APBN kesedot ke ikn","1801942980854771723","","PngAdilnR4kyt","in","Kuta, Indonesia","0","0","0","https://x.com/MadeS16715665/status/1801942980854771723","1367084811588759552","MadeS16715665"
"1801936193883415008","Sat Jun 15 11:40:40 +0000 2024","0","@Boediantar4 Pantas Wiwi ngotot mau bangun IKN; Wiwi itu Cina. Pantas Wowo Duwet dengan Gibran; Wowo juga Cokin. Kloplah jika Kalimantan dari dulu diincar Aseng.","1801942901020315811","","Boediantar4","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/PronadaP49139/status/1801942901020315811","1742328223919398912","PronadaP49139"
"1801858987924815989","Sat Jun 15 11:39:43 +0000 2024","0","@staysaferek @Adiprayitno_20 Ya kalo wowo mau 2 periode ikn mesti disingkirin dulu","1801942662414753797","","staysaferek","in","","0","0","0","https://x.com/Farrel1510/status/1801942662414753797","1604129913795411970","Farrel1510"
"1801858987924815989","Sat Jun 15 11:38:59 +0000 2024","0","@KMER212 @Adiprayitno_20 Lah iya lah Istana merdeka itu besar sejarahnya Semua presiden dr negara ini berdiri memepati istana tsb Lah ikn? Ga jelas","1801942477240504640","","KMER212","in","","0","0","0","https://x.com/Farrel1510/status/1801942477240504640","1604129913795411970","Farrel1510"
"1801942267340673410","Sat Jun 15 11:38:09 +0000 2024","1","Nilai Transaksi Judi Online Cs Tembus Rp600 Triliun Anggaran Bangun IKN Lewat https://t.co/uOQTBVoFPH","1801942267340673410","","","in","Jakarta, Indonesia","0","1","0","https://x.com/Bisniscom/status/1801942267340673410","118646322","Bisniscom"
"1801834022756127127","Sat Jun 15 11:38:03 +0000 2024","1","@Bambangmulyonoo Beliau mah dibilangin IKN banyak yg ngantri mau jd investor sama anak buahnya aja percaya. Apalagi sama pakar . Percaya bgt ga tuh?","1801942239754801203","","Bambangmulyonoo","in","","0","0","0","https://x.com/katasiapalo/status/1801942239754801203","1437648867474821120","katasiapalo"
"1801939412374503664","Sat Jun 15 11:26:48 +0000 2024","5","Menyikapi videonya yang sempat VIRAL terkait penyebutan IKN sebagai Ibukota Koruptor Nepotisme akhirnya Om Bule angkat bicara. https://t.co/7KeGMiQkdX","1801939412374503664","https://pbs.twimg.com/ext_tw_video_thumb/1801811513679953920/pu/img/j50KcjTeLXZs0x-_.jpg","","in","In the middle of nowhere","0","1","0","https://x.com/DaddyMinusSugar/status/1801939412374503664","1683573670822948864","DaddyMinusSugar"
"1801501024600969317","Sat Jun 15 11:25:09 +0000 2024","0","@Jayabay19479190 Bapenas mau ngga mau terlibat baik ikn sukses maupun gagal karena uu nya bermula dari sana..he.he..","1801938994227449934","","Jayabay19479190","in","","0","0","0","https://x.com/MarpaungMa45382/status/1801938994227449934","1731982485477883904","MarpaungMa45382"
"1801938868603929031","Sat Jun 15 11:24:43 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. Selain itu uji coba kereta tanpa rel atau Autonomous Rail Transit (ART) juga akan segera dilaksanakan #IbuKotaNegaraNusantara #IKNNusantara https://t.co/UQ7UnCCtdA","1801938886614278445","https://pbs.twimg.com/media/GQHFuQFaAAA87BS.jpg","IndoSentrisID","in","Papua Barat","0","0","0","https://x.com/IndoSentrisID/status/1801938886614278445","1109861879860477952","IndoSentrisID"
"1801938868603929031","Sat Jun 15 11:24:42 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. Selain itu uji coba kereta tanpa rel atau Autonomous Rail Transit (ART) juga akan segera dilaksanakan #IbuKotaNegaraNusantara #IKNNusantara https://t.co/3rvTOeveTZ","1801938882109505560","https://pbs.twimg.com/media/GQHFs5fa8AAfjyY.jpg","IndoSentrisID","in","Papua Barat","0","1","0","https://x.com/IndoSentrisID/status/1801938882109505560","1109861879860477952","IndoSentrisID"
"1801938868603929031","Sat Jun 15 11:24:41 +0000 2024","1","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. Selain itu uji coba kereta tanpa rel atau Autonomous Rail Transit (ART) juga akan segera dilaksanakan #IbuKotaNegaraNusantara #IKNNusantara https://t.co/yqXx8X90eA","1801938878099755373","https://pbs.twimg.com/media/GQHFpn-bAAAtnSQ.jpg","IndoSentrisID","in","Papua Barat","0","1","0","https://x.com/IndoSentrisID/status/1801938878099755373","1109861879860477952","IndoSentrisID"
"1801938868603929031","Sat Jun 15 11:24:40 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. Selain itu uji coba kereta tanpa rel atau Autonomous Rail Transit (ART) juga akan segera dilaksanakan #IbuKotaNegaraNusantara #IKNNusantara https://t.co/AjrBMVBJFj","1801938873468989512","https://pbs.twimg.com/media/GQHFdZga0AA1WRw.jpg","IndoSentrisID","in","Papua Barat","0","1","0","https://x.com/IndoSentrisID/status/1801938873468989512","1109861879860477952","IndoSentrisID"
"1801938868603929031","Sat Jun 15 11:24:39 +0000 2024","0","Progres pembangunan bandara di IKN Nusantara terus berjalan saat ini landasan pacu atau runway bandara sudah mulai diaspal. Selain itu uji coba kereta tanpa rel atau Autonomous Rail Transit (ART) juga akan segera dilaksanakan #IbuKotaNegaraNusantara #IKNNusantara https://t.co/Mxw57z41Uj","1801938868603929031","https://pbs.twimg.com/media/GQHFbuMbgAAyBTo.jpg","","in","Papua Barat","0","1","0","https://x.com/IndoSentrisID/status/1801938868603929031","1109861879860477952","IndoSentrisID"
"1801938859292598659","Sat Jun 15 11:24:37 +0000 2024","0","Kok ga ada IKN? Maksa apa gimana itu?","1801938859292598659","","","in","Pineleng, Indonesia","0","0","0","https://x.com/twitannick/status/1801938859292598659","98685050","twitannick"
"1801938858130755825","Sat Jun 15 11:24:36 +0000 2024","0","IKN Kota Cerdas dengan Transportasi Cerdas #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 #IKNKotaModern #IKN #IndonesiaMaju #SmartDefenseSystem https://t.co/nwlDONo7EP","1801938858130755825","https://pbs.twimg.com/media/GQHF10vbMAAn5xS.jpg","","in","","0","0","0","https://x.com/AtayaPranaya2/status/1801938858130755825","1356629012240494592","AtayaPranaya2"
